match_id,season,date,venue,team1,team2,toss_winner,toss_decision,innings1_team,innings1_score,innings1_wickets,innings1_overs,innings2_team,innings2_score,innings2_wickets,innings2_overs,winner,margin,margin_type,day_night,nrr_team1,nrr_team2
891,2021,2021-03-10,"Rajiv Gandhi International Stadium, Hyderabad",Royal Challengers Bengaluru,Lucknow Super Giants,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,131,4,18.0,Lucknow Super Giants,167,3,17.6,Royal Challengers Bengaluru,36,runs,True,-2.192,2.192
892,2021,2021-04-22,"M.A. Chidambaram Stadium, Chennai",Delhi Capitals,Punjab Kings,Punjab Kings,bat,Delhi Capitals,150,9,18.8,Punjab Kings,145,3,14.9,Punjab Kings,7,wickets,True,-1.783,1.783
893,2021,2021-04-13,"Arun Jaitley Stadium, Delhi",Royal Challengers Bengaluru,Lucknow Super Giants,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,195,4,19.1,Lucknow Super Giants,200,3,10.0,Royal Challengers Bengaluru,5,runs,True,-9.784,9.784
894,2021,2021-04-07,"Wankhede Stadium, Mumbai",Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,Mumbai Indians,182,3,18.8,Rajasthan Royals,169,8,14.6,Rajasthan Royals,2,wickets,True,-1.923,1.923
895,2021,2021-04-28,"Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,Sunrisers Hyderabad,174,7,18.8,Punjab Kings,137,7,19.1,Punjab Kings,3,wickets,True,2.085,-2.085
896,2021,2021-04-22,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Delhi Capitals,218,7,19.8,Mumbai Indians,94,6,12.3,Mumbai Indians,4,wickets,True,3.407,-3.407
897,2021,2021-04-07,"M.A. Chidambaram Stadium, Chennai",Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,bat,Lucknow Super Giants,168,5,18.3,Kolkata Knight Riders,119,9,14.2,Kolkata Knight Riders,1,wickets,True,0.85,-0.85
898,2021,2021-04-18,"Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,bat,Kolkata Knight Riders,202,2,18.5,Rajasthan Royals,157,9,19.9,Rajasthan Royals,1,wickets,False,3.035,-3.035
899,2021,2021-03-10,"Arun Jaitley Stadium, Delhi",Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,bat,Royal Challengers Bengaluru,179,8,19.9,Mumbai Indians,111,2,14.6,Mumbai Indians,8,wickets,False,1.416,-1.416
900,2021,2021-03-28,"M. Chinnaswamy Stadium, Bengaluru",Mumbai Indians,Punjab Kings,Punjab Kings,field,Mumbai Indians,168,2,19.7,Punjab Kings,146,1,15.3,Punjab Kings,9,wickets,True,-1.029,1.029
901,2021,2021-03-18,"M.A. Chidambaram Stadium, Chennai",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,Sunrisers Hyderabad,124,7,19.4,Chennai Super Kings,154,1,12.6,Sunrisers Hyderabad,30,runs,True,-5.83,5.83
902,2021,2021-04-10,"M. Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,Kolkata Knight Riders,219,9,19.5,Punjab Kings,219,2,19.4,Punjab Kings,8,wickets,True,-0.046,0.046
903,2021,2021-03-13,"Rajiv Gandhi International Stadium, Hyderabad",Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,bat,Kolkata Knight Riders,223,6,19.4,Royal Challengers Bengaluru,212,2,19.4,Royal Challengers Bengaluru,8,wickets,True,0.578,-0.578
904,2021,2021-03-13,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Punjab Kings,222,7,19.8,Sunrisers Hyderabad,82,8,18.2,Sunrisers Hyderabad,2,wickets,False,6.714,-6.714
905,2021,2021-04-18,"Wankhede Stadium, Mumbai",Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,field,Delhi Capitals,154,4,18.6,Royal Challengers Bengaluru,124,3,12.8,Royal Challengers Bengaluru,7,wickets,True,-1.367,1.367
906,2021,2021-04-26,"M. Chinnaswamy Stadium, Bengaluru",Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,bat,Delhi Capitals,135,8,18.2,Lucknow Super Giants,169,5,15.2,Delhi Capitals,34,runs,True,-3.691,3.691
907,2021,2021-03-07,"Ekana Cricket Stadium, Lucknow",Punjab Kings,Royal Challengers Bengaluru,Punjab Kings,field,Punjab Kings,189,3,18.5,Royal Challengers Bengaluru,119,4,13.9,Royal Challengers Bengaluru,6,wickets,True,1.674,-1.674
908,2021,2021-04-21,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,Lucknow Super Giants,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,206,7,20.0,Lucknow Super Giants,214,2,13.9,Royal Challengers Bengaluru,8,runs,True,-5.039,5.039
909,2021,2021-04-08,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,bat,Delhi Capitals,226,9,19.3,Royal Challengers Bengaluru,115,6,15.4,Royal Challengers Bengaluru,4,wickets,True,4.27,-4.27
910,2021,2021-03-24,"Arun Jaitley Stadium, Delhi",Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,bat,Gujarat Titans,178,5,19.9,Sunrisers Hyderabad,225,4,14.1,Gujarat Titans,47,runs,True,-6.957,6.957
911,2021,2021-03-13,"Narendra Modi Stadium, Ahmedabad",Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,Chennai Super Kings,189,9,19.8,Punjab Kings,102,5,16.2,Punjab Kings,5,wickets,False,3.264,-3.264
912,2021,2021-04-10,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,Gujarat Titans,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,213,4,19.2,Gujarat Titans,215,3,13.7,Royal Challengers Bengaluru,2,runs,True,-4.585,4.585
913,2021,2021-04-25,"Ekana Cricket Stadium, Lucknow",Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Punjab Kings,134,9,19.3,Sunrisers Hyderabad,204,6,12.4,Punjab Kings,70,runs,False,-9.56,9.56
914,2021,2021-03-04,"Sawai Mansingh Stadium, Jaipur",Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Delhi Capitals,224,4,19.6,Chennai Super Kings,130,3,19.2,Chennai Super Kings,7,wickets,False,4.68,-4.68
915,2021,2021-04-26,"M.A. Chidambaram Stadium, Chennai",Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,Punjab Kings,167,7,18.5,Sunrisers Hyderabad,161,2,19.2,Sunrisers Hyderabad,8,wickets,True,0.677,-0.677
916,2021,2021-03-11,"Ekana Cricket Stadium, Lucknow",Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Mumbai Indians,183,7,18.7,Chennai Super Kings,213,1,19.6,Mumbai Indians,30,runs,True,-1.116,1.116
917,2021,2021-04-22,"M.A. Chidambaram Stadium, Chennai",Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,bat,Lucknow Super Giants,206,2,18.8,Mumbai Indians,85,1,13.9,Mumbai Indians,9,wickets,False,4.873,-4.873
918,2021,2021-03-03,"Punjab Cricket Association Stadium, Mohali",Gujarat Titans,Delhi Capitals,Delhi Capitals,bat,Gujarat Titans,179,8,18.5,Delhi Capitals,179,7,15.7,Delhi Capitals,3,wickets,True,-1.744,1.744
919,2021,2021-04-15,"Ekana Cricket Stadium, Lucknow",Gujarat Titans,Punjab Kings,Punjab Kings,field,Gujarat Titans,183,9,19.9,Punjab Kings,226,2,17.3,Gujarat Titans,43,runs,True,-3.844,3.844
920,2021,2021-04-10,"Ekana Cricket Stadium, Lucknow",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings,218,4,18.7,Kolkata Knight Riders,207,4,17.5,Kolkata Knight Riders,6,wickets,True,-0.214,0.214
921,2021,2021-03-11,"Arun Jaitley Stadium, Delhi",Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,bat,Lucknow Super Giants,132,6,18.2,Rajasthan Royals,175,2,14.0,Lucknow Super Giants,43,runs,True,-5.242,5.242
922,2021,2021-03-09,"Rajiv Gandhi International Stadium, Hyderabad",Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Punjab Kings,132,5,18.0,Royal Challengers Bengaluru,147,7,14.2,Punjab Kings,15,runs,True,-3.062,3.062
923,2021,2021-03-21,"Eden Gardens, Kolkata",Mumbai Indians,Gujarat Titans,Gujarat Titans,field,Mumbai Indians,136,5,18.4,Gujarat Titans,166,5,17.5,Mumbai Indians,30,runs,False,-2.097,2.097
924,2021,2021-04-16,"Eden Gardens, Kolkata",Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,Kolkata Knight Riders,210,9,18.6,Punjab Kings,128,1,13.1,Punjab Kings,9,wickets,False,1.487,-1.487
925,2021,2021-03-26,"Narendra Modi Stadium, Ahmedabad",Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,bat,Lucknow Super Giants,204,5,18.1,Kolkata Knight Riders,84,5,10.6,Kolkata Knight Riders,5,wickets,True,3.388,-3.388
926,2021,2021-04-17,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Royal Challengers Bengaluru,Punjab Kings,field,Punjab Kings,191,8,19.0,Royal Challengers Bengaluru,124,2,16.4,Royal Challengers Bengaluru,8,wickets,False,2.517,-2.517
927,2021,2021-03-20,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,160,2,18.8,Chennai Super Kings,141,7,11.6,Chennai Super Kings,3,wickets,True,-3.606,3.606
928,2021,2021-03-26,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,field,Gujarat Titans,153,7,18.3,Kolkata Knight Riders,108,1,10.5,Kolkata Knight Riders,9,wickets,True,-1.909,1.909
929,2021,2021-04-05,"M.A. Chidambaram Stadium, Chennai",Punjab Kings,Gujarat Titans,Gujarat Titans,field,Punjab Kings,190,8,19.3,Gujarat Titans,204,2,19.0,Punjab Kings,14,runs,False,-0.943,0.943
930,2021,2021-03-04,"Sawai Mansingh Stadium, Jaipur",Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,bat,Lucknow Super Giants,161,6,20.0,Punjab Kings,209,2,17.6,Lucknow Super Giants,48,runs,True,-3.831,3.831
931,2021,2021-03-12,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,bat,Rajasthan Royals,217,5,19.3,Royal Challengers Bengaluru,161,6,17.2,Royal Challengers Bengaluru,4,wickets,True,1.917,-1.917
932,2021,2021-03-17,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Kolkata Knight Riders,149,2,18.6,Rajasthan Royals,169,2,13.9,Kolkata Knight Riders,20,runs,True,-4.195,4.195
933,2021,2021-04-16,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,Delhi Capitals,132,5,18.9,Rajasthan Royals,90,7,10.6,Rajasthan Royals,3,wickets,True,-1.498,1.498
934,2021,2021-04-24,"Ekana Cricket Stadium, Lucknow",Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Punjab Kings,167,6,18.3,Sunrisers Hyderabad,181,6,18.3,Punjab Kings,14,runs,True,-0.761,0.761
935,2022,2022-03-03,"Rajiv Gandhi International Stadium, Hyderabad",Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Chennai Super Kings,195,7,19.4,Royal Challengers Bengaluru,101,5,16.4,Royal Challengers Bengaluru,5,wickets,False,3.896,-3.896
936,2022,2022-04-29,"Ekana Cricket Stadium, Lucknow",Royal Challengers Bengaluru,Gujarat Titans,Gujarat Titans,field,Royal Challengers Bengaluru,139,4,18.2,Gujarat Titans,114,3,18.4,Gujarat Titans,7,wickets,True,1.457,-1.457
937,2022,2022-03-26,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Kolkata Knight Riders,181,3,19.9,Chennai Super Kings,166,6,10.1,Chennai Super Kings,4,wickets,False,-7.387,7.387
938,2022,2022-04-09,"Rajiv Gandhi International Stadium, Hyderabad",Rajasthan Royals,Punjab Kings,Punjab Kings,field,Rajasthan Royals,150,5,19.6,Punjab Kings,141,9,11.7,Punjab Kings,1,wickets,True,-4.375,4.375
939,2022,2022-04-28,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Kolkata Knight Riders,205,2,18.9,Mumbai Indians,173,7,11.1,Mumbai Indians,3,wickets,True,-4.715,4.715
940,2022,2022-04-16,"M.A. Chidambaram Stadium, Chennai",Delhi Capitals,Mumbai Indians,Delhi Capitals,field,Delhi Capitals,175,3,18.2,Mumbai Indians,127,9,18.9,Mumbai Indians,1,wickets,True,2.927,-2.927
941,2022,2022-04-16,"Punjab Cricket Association Stadium, Mohali",Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,Lucknow Super Giants,159,8,19.3,Mumbai Indians,166,5,13.9,Lucknow Super Giants,7,runs,True,-3.709,3.709
942,2022,2022-03-14,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,Kolkata Knight Riders,209,5,18.1,Punjab Kings,103,3,12.3,Punjab Kings,7,wickets,True,3.216,-3.216
943,2022,2022-04-28,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,bat,Mumbai Indians,211,3,19.7,Royal Challengers Bengaluru,198,5,17.7,Royal Challengers Bengaluru,5,wickets,True,-0.428,0.428
944,2022,2022-04-16,"Rajiv Gandhi International Stadium, Hyderabad",Mumbai Indians,Punjab Kings,Mumbai Indians,field,Mumbai Indians,157,3,19.9,Punjab Kings,214,4,18.9,Mumbai Indians,57,runs,True,-3.433,3.433
945,2022,2022-03-20,"Ekana Cricket Stadium, Lucknow",Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Chennai Super Kings,159,2,18.0,Mumbai Indians,208,7,11.6,Chennai Super Kings,49,runs,True,-9.086,9.086
946,2022,2022-03-28,"Arun Jaitley Stadium, Delhi",Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,bat,Royal Challengers Bengaluru,147,9,19.7,Kolkata Knight Riders,129,3,15.3,Kolkata Knight Riders,7,wickets,True,-0.984,0.984
947,2022,2022-04-29,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Kolkata Knight Riders,145,3,19.1,Delhi Capitals,84,1,16.2,Delhi Capitals,9,wickets,True,2.398,-2.398
948,2022,2022-03-02,"M.A. Chidambaram Stadium, Chennai",Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,field,Lucknow Super Giants,124,8,19.4,Rajasthan Royals,222,7,12.6,Lucknow Super Giants,98,runs,True,-11.158,11.158
949,2022,2022-03-06,"Ekana Cricket Stadium, Lucknow",Gujarat Titans,Chennai Super Kings,Gujarat Titans,field,Gujarat Titans,189,3,18.2,Chennai Super Kings,117,9,11.1,Chennai Super Kings,1,wickets,False,-0.148,0.148
950,2022,2022-04-20,"Eden Gardens, Kolkata",Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,213,4,19.0,Delhi Capitals,209,7,15.5,Delhi Capitals,3,wickets,True,-2.269,2.269
951,2022,2022-03-09,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,Punjab Kings,182,7,19.6,Kolkata Knight Riders,200,2,16.8,Punjab Kings,18,runs,True,-2.628,2.628
952,2022,2022-04-14,"Eden Gardens, Kolkata",Gujarat Titans,Lucknow Super Giants,Gujarat Titans,bat,Gujarat Titans,224,8,18.5,Lucknow Super Giants,162,4,13.7,Lucknow Super Giants,6,wickets,True,0.269,-0.269
953,2022,2022-04-01,"Rajiv Gandhi International Stadium, Hyderabad",Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,Punjab Kings,199,9,19.6,Sunrisers Hyderabad,155,4,19.5,Sunrisers Hyderabad,6,wickets,True,2.205,-2.205
954,2022,2022-04-11,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,170,6,18.7,Delhi Capitals,126,5,10.0,Delhi Capitals,5,wickets,True,-3.497,3.497
955,2022,2022-03-03,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,225,7,19.0,Rajasthan Royals,167,1,18.7,Rajasthan Royals,9,wickets,True,2.888,-2.888
956,2022,2022-03-29,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bengaluru,192,5,18.8,Sunrisers Hyderabad,209,5,10.5,Royal Challengers Bengaluru,17,runs,False,-9.692,9.692
957,2022,2022-04-19,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Punjab Kings,Punjab Kings,bat,Rajasthan Royals,123,7,18.5,Punjab Kings,210,2,11.5,Rajasthan Royals,87,runs,True,-11.548,11.548
958,2022,2022-03-18,"M.A. Chidambaram Stadium, Chennai",Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Sunrisers Hyderabad,203,6,19.4,Mumbai Indians,205,2,17.3,Sunrisers Hyderabad,2,runs,True,-1.394,1.394
959,2022,2022-03-15,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,bat,Chennai Super Kings,210,2,18.6,Lucknow Super Giants,173,9,14.1,Lucknow Super Giants,1,wickets,True,-0.972,0.972
960,2022,2022-03-01,"Wankhede Stadium, Mumbai",Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Delhi Capitals,170,2,19.0,Royal Challengers Bengaluru,177,3,13.9,Delhi Capitals,7,runs,True,-3.745,3.745
961,2022,2022-03-14,"Ekana Cricket Stadium, Lucknow",Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,bat,Chennai Super Kings,141,4,18.6,Royal Challengers Bengaluru,225,4,16.8,Chennai Super Kings,84,runs,False,-5.792,5.792
962,2022,2022-04-15,"Eden Gardens, Kolkata",Punjab Kings,Mumbai Indians,Mumbai Indians,field,Punjab Kings,215,9,18.2,Mumbai Indians,112,4,12.1,Mumbai Indians,6,wickets,False,2.516,-2.516
963,2022,2022-03-14,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,Mumbai Indians,161,4,20.0,Delhi Capitals,131,9,10.8,Delhi Capitals,1,wickets,True,-4.12,4.12
964,2022,2022-03-22,"Arun Jaitley Stadium, Delhi",Punjab Kings,Rajasthan Royals,Punjab Kings,field,Punjab Kings,129,2,18.7,Rajasthan Royals,170,9,11.8,Punjab Kings,41,runs,False,-7.48,7.48
965,2022,2022-03-08,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Sunrisers Hyderabad,193,7,18.3,Mumbai Indians,137,6,17.8,Mumbai Indians,4,wickets,True,2.853,-2.853
966,2022,2022-04-02,"Rajiv Gandhi International Stadium, Hyderabad",Chennai Super Kings,Punjab Kings,Punjab Kings,bat,Chennai Super Kings,138,2,19.7,Punjab Kings,197,5,13.3,Chennai Super Kings,59,runs,False,-7.827,7.827
967,2022,2022-03-07,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians,171,4,18.3,Sunrisers Hyderabad,114,2,12.8,Sunrisers Hyderabad,8,wickets,True,0.397,-0.397
968,2022,2022-03-04,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,Kolkata Knight Riders,184,3,18.1,Punjab Kings,170,1,13.5,Punjab Kings,9,wickets,True,-2.413,2.413
969,2022,2022-03-24,"Rajiv Gandhi International Stadium, Hyderabad",Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,196,2,18.4,Kolkata Knight Riders,167,1,15.3,Kolkata Knight Riders,9,wickets,False,-0.248,0.248
970,2022,2022-04-11,"Rajiv Gandhi International Stadium, Hyderabad",Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,194,6,19.9,Rajasthan Royals,211,9,13.6,Royal Challengers Bengaluru,17,runs,False,-5.751,5.751
971,2022,2022-03-23,"Arun Jaitley Stadium, Delhi",Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,bat,Royal Challengers Bengaluru,201,5,19.5,Mumbai Indians,91,3,15.4,Mumbai Indians,7,wickets,True,4.375,-4.375
972,2022,2022-04-25,"Wankhede Stadium, Mumbai",Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Punjab Kings,193,3,19.4,Sunrisers Hyderabad,208,6,14.0,Punjab Kings,15,runs,True,-4.918,4.918
973,2022,2022-03-08,"Arun Jaitley Stadium, Delhi",Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Mumbai Indians,170,5,19.6,Sunrisers Hyderabad,111,8,11.4,Sunrisers Hyderabad,2,wickets,False,-1.077,1.077
974,2022,2022-04-13,"Eden Gardens, Kolkata",Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Chennai Super Kings,220,6,18.2,Rajasthan Royals,202,3,16.7,Rajasthan Royals,7,wickets,True,-0.043,0.043
975,2022,2022-03-20,"Ekana Cricket Stadium, Lucknow",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Mumbai Indians,188,2,18.2,Sunrisers Hyderabad,120,9,16.8,Sunrisers Hyderabad,1,wickets,True,3.18,-3.18
976,2022,2022-03-08,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,Mumbai Indians,153,8,18.5,Chennai Super Kings,124,6,11.6,Chennai Super Kings,4,wickets,True,-2.435,2.435
977,2022,2022-03-10,"M. Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,Sunrisers Hyderabad,129,7,18.7,Rajasthan Royals,209,8,18.9,Sunrisers Hyderabad,80,runs,True,-4.171,4.171
978,2022,2022-04-09,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Rajasthan Royals,172,5,19.2,Sunrisers Hyderabad,129,2,14.1,Sunrisers Hyderabad,8,wickets,False,-0.198,0.198
979,2022,2022-04-24,"M. Chinnaswamy Stadium, Bengaluru",Punjab Kings,Chennai Super Kings,Punjab Kings,field,Punjab Kings,142,6,18.0,Chennai Super Kings,83,8,19.1,Chennai Super Kings,2,wickets,True,3.521,-3.521
980,2022,2022-04-26,"Arun Jaitley Stadium, Delhi",Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,field,Lucknow Super Giants,185,9,18.6,Kolkata Knight Riders,158,8,17.9,Kolkata Knight Riders,2,wickets,True,1.117,-1.117
981,2022,2022-04-06,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Kolkata Knight Riders,202,7,19.8,Mumbai Indians,167,8,17.2,Mumbai Indians,2,wickets,True,0.521,-0.521
982,2022,2022-03-22,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Punjab Kings,Punjab Kings,field,Lucknow Super Giants,180,2,19.1,Punjab Kings,207,4,10.8,Lucknow Super Giants,27,runs,True,-9.732,9.732
983,2022,2022-04-24,"Punjab Cricket Association Stadium, Mohali",Gujarat Titans,Chennai Super Kings,Gujarat Titans,bat,Gujarat Titans,163,3,18.3,Chennai Super Kings,214,6,17.8,Gujarat Titans,51,runs,True,-3.121,3.121
984,2022,2022-04-06,"Rajiv Gandhi International Stadium, Hyderabad",Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,150,5,18.3,Delhi Capitals,118,2,16.0,Delhi Capitals,8,wickets,True,0.81,-0.81
985,2022,2022-03-02,"Ekana Cricket Stadium, Lucknow",Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Gujarat Titans,155,3,18.4,Royal Challengers Bengaluru,198,4,18.5,Gujarat Titans,43,runs,True,-2.273,2.273
986,2022,2022-03-23,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,bat,Lucknow Super Giants,171,5,19.3,Rajasthan Royals,194,5,18.7,Lucknow Super Giants,23,runs,False,-1.486,1.486
987,2022,2022-04-19,"Eden Gardens, Kolkata",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Kolkata Knight Riders,125,7,18.3,Mumbai Indians,131,5,17.2,Kolkata Knight Riders,6,runs,True,-0.794,0.794
988,2022,2022-03-21,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,bat,Mumbai Indians,197,2,19.2,Chennai Super Kings,204,7,10.4,Mumbai Indians,7,runs,True,-9.428,9.428
989,2022,2022-03-06,"M. Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,177,2,18.5,Punjab Kings,164,3,13.2,Punjab Kings,7,wickets,False,-2.85,2.85
990,2022,2022-04-07,"Rajiv Gandhi International Stadium, Hyderabad",Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,bat,Lucknow Super Giants,157,9,18.5,Kolkata Knight Riders,216,4,18.1,Lucknow Super Giants,59,runs,True,-3.414,3.414
991,2022,2022-03-26,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,Kolkata Knight Riders,202,5,18.9,Sunrisers Hyderabad,225,3,15.4,Kolkata Knight Riders,23,runs,False,-3.946,3.946
992,2022,2022-04-28,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,field,Sunrisers Hyderabad,150,2,18.7,Gujarat Titans,182,4,14.7,Sunrisers Hyderabad,32,runs,True,-4.357,4.357
993,2022,2022-04-07,"Eden Gardens, Kolkata",Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Sunrisers Hyderabad,211,4,18.3,Kolkata Knight Riders,159,9,18.1,Kolkata Knight Riders,1,wickets,True,2.754,-2.754
994,2022,2022-03-21,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,Sunrisers Hyderabad,192,3,18.2,Mumbai Indians,125,1,17.7,Mumbai Indians,9,wickets,True,3.447,-3.447
995,2022,2022-04-14,"Rajiv Gandhi International Stadium, Hyderabad",Gujarat Titans,Mumbai Indians,Gujarat Titans,bat,Gujarat Titans,168,3,18.6,Mumbai Indians,80,5,13.3,Mumbai Indians,5,wickets,True,3.02,-3.02
996,2022,2022-03-17,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Kolkata Knight Riders,182,2,19.2,Punjab Kings,141,3,13.8,Punjab Kings,7,wickets,True,-0.792,0.792
